Query_Id	Post_Title	Post_Body	QE_Entities	ST_Entities	ECO_Entities
82	MS and second condition involving the brain?	At 23 I went to the dr because I had been lactating for several years. I was also experiencing balance problems, not severe, but didn't mention that. I was sent for an MRI for the lactating as he suspected tumor on pituitary gland. A few days later I was told I had MS. The next day the neurologist sent me for lumbar puncture and I was officially diagnosed with MS. The lactating problem was forgotten by drs. since focus was on MS. it's been 4 years and I have been on copaxone, tysabri, IVIG, rebif, Gilenya, and had stem cell treatment in Costa Rica. Nothing has had any affect. I am now bedridden. I went from balance problems to tremors to the point I cannot use my hands to feed myself or do anything else, I cannot walk at all, I cannot sit up on my own, my vision is almost 100% gone, my speech and thinking ability are impaired, I have no bowel or bladder control. No meds help, no treatment helps and I've not been able to find one case of MS that has progressed this quickly. I am wondering if the initial problem, the lactating, could be a sign of a second problem such as a brain tumor or something else. The Neurologist focuses only on my MS symptoms and wants me to go on chemo for it. I feel that something else could be going on since this has progressed so fast. I also have pain in all my joints. I know I have MS, or the MRI's certainly show lesions but I've had no new lesions in 2 years yet the progression continues. I am desperate. My swallowing has been affected so I am only on Ensure Plus and still have choking incidences. I am so scared.	['Nothing', 'Tremor', 'Choking', 'Brain Neoplasms', 'Copaxone', 'Tysabri', 'Lesion', 'Spinal Puncture', 'Neoplasms', 'Lactating (finding)', 'Gilenya', 'Magnetic Resonance Imaging', 'Immunoglobulins, Intravenous', 'Affect (mental function)', 'Rebif', 'Thinking, function', 'Equilibration disorder']	[]	['Neoplasms', 'Communicable Diseases', 'Immunoglobulins, Intravenous', 'Perforation (observation)', 'Lesion', 'Spinal Puncture', 'Magnetic Resonance Imaging', 'Numbness', 'Gilenya', 'Multiple Sclerosis', 'Lactating (finding)', 'Tremor', 'Rebif', 'Copaxone', 'Tysabri', 'Equilibration disorder', 'Avelox', 'Optic Neuritis', 'Pain', 'Condoms, Male']
83	Just got diagnosed with ms...what should i expect?	I am 5 months pregnant and have been told for the last five months that the numbness in my hands was pregnancy carpal tunnel. Finally 2 MRI's showed a lesion on my spine and several lesions in my brain. I have two young children and one on they way and am so scared and feeling guilty that I will not be able to care for them. The numbness in my hands has not subsided after a round of steroids and my whole body has begun tingling when I move a certain way. Is there anything that can be done for my hands now or are they permanently numb? Any information people can give would be great. Thank you.	['Lesion', 'Steroids', 'Numbness', 'Magnetic Resonance Imaging', 'Guilt']	[]	['Lesion', 'Multiple Sclerosis', 'Steroids', 'Effexor', 'Optic Neuritis', 'Magnetic Resonance Imaging', 'Pain', 'Communicable Diseases', 'Numbness', 'Condoms, Male']
84	Elderly With Dementia	Some people always ask the same questions repeatedly. They experience sudden mood swings frequently, and feel very agitated and anxious very easily. At times, they wander about aimlessly, yell, start crying, or display emotions of combativeness and aggression. Sleep disturbances, inappropriate sexual behaviour, hallucinations and delusions are a part of life for these folks too. These persons are afflicted with Dementia. How do you understand dementia? What symptoms of dementia have you seen exhibited among our elders?	['Hallucinations', 'Inappropriate sexual behavior', 'Elder extract', 'Dementia', 'Crying', 'Delusions', 'Mood swings', 'Aggressive behavior', 'Combativeness', 'Sleep disturbances']	"['Alzheimer Disease', 'Dementia', ""Dementia due to Alzheimer's disease (disorder)""]"	['adalimumab', 'Alzheimer Disease', 'Dementia', 'Communicable Diseases', 'Confusion', 'Amoxil', 'Behaviorial Habits', 'Combativeness', 'bortezomib', 'Forgetful', 'Memory Loss', 'Hallucinations', 'Cooking (activity)', 'Vertigo as late effect of cerebrovascular disease', 'Interferon Alfa-2b', 'Aggressive behavior', 'Personality change', 'game']
85	his aggresive attitude	My dad is a dementia patience for more than 2 years now as an effect as the oxygen didnt reached his brain when his heart beats stopped for 30 mins as he got heart attacked before. For his condition, he can eat very well and able to communicate eventhough what he usually says involved hallucination and confused statements. What that worries me is last 2 weeks he started to loss his temper and gets angry all the time. We also realised his head's skull is having few shrinking marks that get more obvious these days. What should I do next to cope with his aggresive attitude and to help him gets better? Thanks doctor	['Hallucinations', 'Dementia', 'Attitude', 'Oxygen']	['Alzheimer Disease', 'Neurobehavioral Manifestations', 'Attitude', 'N-methyl-D-aspartate Receptor Antagonist [EPC]', 'Behavior and Behavior Mechanisms']	['Alzheimer Disease', 'adalimumab', 'Dementia', 'Communicable Diseases', 'Confusion', 'Behaviorial Habits', 'bortezomib', 'Forgetful', 'Memory Loss', 'Hallucinations', 'Cooking (activity)', 'Vertigo as late effect of cerebrovascular disease', 'Interferon Alfa-2b', 'Personality change', 'game']
86	Severely winded and short of breath	Tonight I've been experiencing a significant amount of shortness of breath. I do have asthma, allergies, and anxiety all which I know can be contributing factors. These shortness of breath episodes I experience have been going on for around 11 days and onset every evening around 6 P.M. or later. I've been light-headed tonight to the point of unsure if I can get enough air to keep myself from seeing purple colors and stars when going from sitting to standing. I don't feel this is orthostatic hypotension, but I feel it is progressively getting worse day by day with no change to blood pressure medicines. I'm struck by chest pains around the left ribs some nights while laying on my left side and it is enough to wake me up at times if I am drifting off to sleep. The windedness gets significantly worse even after doing activities as simple as walking to class and back which is in total less than a mile. I am only 22 years old, but am trying to get into pulmonology but am extremely crammed with time and classes. I have had times recently where I've experienced lots of dizziness even while resting and an increased heart rate of up to 94+ beats per minute with frequent episodes of ringing ears throughout the day while at rest. I don't know what is going on, but whatever it is is being exacerbated by any use of synthetic testosterone, zoloft, dexedrine, blood pressure medication, caffeinated beverages or exercise. All of these factors seem to greatly increase the difficulty in breathing and I am unable to convey the severity of my situation to many people I know. I have had 2 times standing up in the past 11 days where I lost my balance slightly but was able to regain balance before falling which is a new symptom that I don't usually get. However, these symptoms and issues don't occur to the fullest extent until in the evenings. I've additionally had random incidencies of extreme cold intolerance to the point my hands, feet, and nose have turned a slight dark blue color after use of dexedrine, caffeine sources, androgel, or zoloft. I am taking high doses of multivitamin supplements, have been also taking DHEA 10 mg capsules and Wellbutrin occasionally and with little consistency.	['Exercise', 'Wellbutrin', 'Androgel', 'Hypersensitivity', 'Anxiety', 'Testosterone', 'Dexedrine', 'Cold intolerance', 'Dyspnea', 'Zoloft', 'Hypotension, Orthostatic', 'Does stand from sitting', 'Chest Pain', 'Caffeine', 'dehydroepiandrosterone', 'Dizziness', 'Asthma', 'Walking (activity)', 'Tachycardia', 'Antihypertensive Agents']	['desflurane', 'Asthma', 'Dyspnea']	['Tretinoin', 'Hypersensitivity', 'Chest Pain', 'Communicable Diseases', 'Confusion', 'Tachycardia', 'Dyspnea', 'Dizziness', 'Anxiety', 'Behaviorial Habits', 'Asthma', 'bortezomib', 'Exercise', 'Forgetful', 'Epoprostenol', 'Exanthema', 'Vertigo as late effect of cerebrovascular disease', 'game']
88	Persistent cough	I am curious if the cough I have had since December 2015 (that is when I first really became aware of it)is related to asthma or something else. Any suggestions will be appreciated. I had a couple of asthma attacks when I was a child, the first one at age 7, then an attack in my twenties when I was expecting my first baby. As I was constantly breathless I was put on a preventer - Seretide and I have been on it since then, I am now in my seventies. I walk often. I feel well though sometimes breathless climbing stairs or walking up hills. (I stop for rests then continue) so I asked my Dr. if I should stop taking the preventer. I was referred to a lung Dr. who did tests (I'm afraid I can't remember the name I think it started with Spir) after I went off the preventer several days before hand. He said the results mean I still have asthma (mild I assume). I was on Prednisolene for a 2 weeks and antibiotics before that) I also use Avamys nasal spray. He changed my preventer to Fluxotide, then to Symbicort over about 6 weeks, I am now on Flutiform but I am still coughing, sometimes a little phlegm comes up and I more than often have to clear my throat as it feels like something is there. I hope I have supplied enough information for someone to be able to offer a suggestion.	['Asthma', 'Symbicort', 'Does walk up hill', 'Asthma attack', 'Coughing', 'Antibiotics', 'Climbing stairs']	['Disease', 'Pulmonary Emphysema', 'Asthma', 'Persistent cough']	['adalimumab', 'valsartan', 'Coughing', 'Communicable Diseases', 'Confusion', 'Dipyridamole', 'Persistent cough', 'Behaviorial Habits', 'Asthma attack', 'Asthma', 'Forgetful', 'Memory Loss', 'Vertigo as late effect of cerebrovascular disease', 'Symbicort', 'game']
89	Need some advice on breathing problems	Hello everyone, My name is Chris. I just want to start by saying sorry if this post is long, but I want to make sure to be as detailed as possible. I grew up with asthma since I was a baby but had it under control most of my life. I'm currently 30 now and for the last 5 years my health has been very bad and I'm trying to find answers. Any kind of help will be appreciated. I was diagnosed with breathing problems and asthma when I was 3. I was sent to the ER a number of times in the late 80s before the doctors had me purchase a nebulizer machine and got a rescue inhaler. I had the classic signs of asthma, wheezing, chest tightness, difficulty breathing in colder weather. After using medication though I would feel brand new and it would work well. One thing I want to mention and I'm not sure if this will be helpful, is even when I was diagnosed with this at a very young age, I would always, always get good numbers on my peak flow, and would be in green. This would give me a lot of trouble later on by other doctors or professionals thinking I didn't have any asthma related problems because I would do well with it. I never had much of a problem dealing with my health from then on until my mid 20's. Fast forward to about 5 years ago, and something started happening that I'm still searching for the answer. It's difficult for me to explain but I will try my best with what happens on a regular basis: When I wake up in the morning, my breathing is very shallow. If I try to breath in fully, my lungs will stop me. when I breath out completely, I will have faint wheezing. Using my albuterol inhaler opens up the airway slightly so I can breathe in completely but it doesn't' stop this feeling from going away. I will then cough up yellow mucus through out the morning, and tend to clear my throat a lot. Other symptoms are: coughing more, nose being stuffy, sneezing. All of this would still be tolerable to me if it wasn't for the worse thing, which is my lungs. When I try to do any physical activity (I have tested this) whether it's doing moderate exercise or just doing 1 set of push ups (so anything that seems to make my lungs work a little bit) my breathing gets significantly worse after about half an hour after I have exerted myself. I will have this incredible fatigue that continues to get worse every hour and will last for about a full day, and my breathing really hurts. I have tried using my inhaler before or after exercise, warming up properly, using a mask indoors to exercise, none of it helps. This will happen to me every single time I do it, no matter what physical activity it is as long as I use my lungs a little bit more than just walking around. I have been to two different regular physicians and two other pulmonologist during the last 5 years, and nobody can figure out why this is happening to me. Another thing I want to make a point of that is important, is during this 5 year period there are bouts of about 1 to 3 months where my breathing actually goes back to normal, and I can exercise with little to no effort, and I'm not on any medication. I have tried writing all of the times down this happens, but there doesn't seem to be a clear pattern if it's based on allergies or weather, time of year, etc. It just seems random. I also have acid reflux since I was in my early 20's, but I do eat properly and I never change my diet when my health is either fine or doing bad. Some of the medications I have tried are: Singulair, Advair, Flovent, Spiriva, over the counter allergy meds, and Omeperazole for the acid reflux. I have had the methacholine challenge done and the results say I don't have asthma anymore. It is strange because the feeling I get from difficulty breathing doesn't feel like the classic signs I had as a child. This year I was fine from January through March until I got the flu from work, and then afterwards it hasn't gone back to normal again. Here are some bullet points for reference: - My symptoms stay for months but have gone away a few times a year - breathing is aggravated more so by any physical activity that requires my lungs to work, something I never had a problem with in my early adulthood. fatigue will set in for a full day afterwards - I have had allergy testing done and I know I am allergic to only cats and dogs, but I don't own either and my house is very clean. - I grew up with asthma and medication did help me, but this current feeling of when I'm sick all the time doesn't feel like classic asthma anymore, and albuterol rarely helps. - My current doctor believes it could be a sign of allergies still or GERD, but has no explanation of why its fine a few times a year for a month or so, when I never changed my surroundings or eating habits. - I don't drink or smoke Thank you again everyone for any help that I can get, it means a lot to me. It has affected my quality of life to the point where I'm very depressed these days because I can't get an answer, and when I do feel better for a few months it is so hard to go back to this pattern where I can't exercise anymore and feel terrible. I have tried researching all of this myself online and in books but the main thing I cannot find anywhere is the feeling of my lungs being so fatigued and painful hours and hours after exercise, most reports or articles I've come across say asthmatics are fine after they've taken medication before or after.	['Exercise', 'Albuterol', 'Nebulizers', 'Coughing', 'Eating habit', 'Hypersensitivity', 'Advair', 'Dyspnea', 'Abnormal breathing', 'Moderate Exercise', 'Thinking, function', 'Methacholine challenge', 'Wheezing', 'Physical activity', 'Influenza', 'Singulair', 'Flovent', 'Masks', 'Spiriva', 'Asthma', 'Sneezing', 'Walking (activity)', 'Writing (function)', 'Gastroesophageal reflux disease', 'Fatigue', 'Chest tightness', 'Allergy testing done', 'Inhaler']	['Abnormal breathing', 'Glucocorticoids, Systemic', 'Asthma']	['Diabetes Mellitus, Non-Insulin-Dependent', 'adalimumab', 'Hypersensitivity', 'Coughing', 'Virus Diseases', 'Communicable Diseases', 'Confusion', 'Wheezing', 'Albuterol', 'Dipyridamole', 'Fatigue', 'Dyspnea', 'Behaviorial Habits', 'Advair', 'Chest tightness', 'Asthma', 'Exercise', 'Forgetful', 'Masks', 'Memory Loss', 'Exanthema', 'Influenza', 'Vertigo as late effect of cerebrovascular disease', 'Eating habit', 'Cardiovascular Diseases', 'Sneezing', 'Singulair', 'Inhaler', 'game']
90	new here, confused allergies and/or asthma?	Hi 30, smoked at least 10 years, with periods of on and off.... live in a VERY polluted city in latin America. 5 years. quit cigs in jan, smoked weed and then when started getting a tight chest the following day and/ or slight diff breathing in smoky environments quit and removed situations from life started wih increasing tight chest after exposure to smoke... this developed to include some slight mucus prod. went to the beach for 2 weeks and all symtoms pretty much went away, got bak to city and had some near immediate clues that my lungs weren't happy, slight small little pains or temp tightness.... saw an ENT and he said respiratory allergies without being specific and gave me a steroid inhaler and some asthma tabs. took those for a few days after a partic bad tightness episode, I went to see a pulmonologist and he checked me out and said I might have early COPD though without doing a PFT.... put me on celestone, took me off ENT's drugs, a powerful gargling mouth wash as I had a super sore throat esp on one side, an expectorant and antibiotics just in case. the expectorant cleared lungs in about 2 days but inflamed throat like crazy... left city again and some improvement in symptoms tho went to NY and Phila so although like mountain air compared to home I was still sensitive to irritants.. perfume I noted started getting me bad, tightness for an hour or two after slightly prolonged exposure. since back I'm now on Zenhale 200/5 2x2 day which I feel helps a bit but it's not a super help. some wheezing, maybe 2 or 3 times. mucus is a minor issue now, very minor. cough, none to speak of apart from once or twice every couple of days.... chest tightness for an hour or two following perfume is most noticeable thing.... no idea qwith smoke as I run a mile if someones smoking.... day I got back from NY phila trip woke up with some SOB and was a bit panicky, took inhaler and celestone and within an hour or so I was ok.... COPD forums have told me generally that allergies and/or asthma sounds most likely?? and told me to go away in nice terms... what do you think? any and all comments appreciated.	['Celestone', 'Coughing', 'Pain', 'Hypersensitivity', 'Chronic Obstructive Airway Disease', 'Pharyngitis', 'Smoking', 'Dyspnea', 'Expectorant brand of guaifenesin', 'Antibiotics', 'Wheezing', 'Steroids', 'Sore Throat', 'Irritants', 'Smoke', 'Asthma', 'Marijuana Abuse', 'Triptorelin', 'Extrasensory Perception', 'Mouthwash', 'Pulmonary function tests', 'Chest tightness', 'Cytochrome P-450 CYP2B1', 'Inhaler']	['receptor', 'Asthma', 'Hypersensitivity']	['adalimumab', 'Redness', 'Hypersensitivity', 'Smoke', 'Coughing', 'Communicable Diseases', 'Confusion', 'Sapropterin', 'Wheezing', 'Steroids', 'Asthma, Occupational', 'Dipyridamole', 'Dyspnea', 'Behaviorial Habits', 'Chest tightness', 'Asthma', 'Forgetful', 'Sore Throat', 'Memory Loss', 'Pharyngitis', 'Vertigo as late effect of cerebrovascular disease', 'Mouthwash', 'Pain', 'Inhaler', 'game', 'Smoking']
92	Child with asthma sick for weeks at a time	Hello, I am looking for input/experiences from other parents of children with the same type of things going on. My youngest daughter who just turned 3 has just recently had dr say she believes she has asthma as she has had a nighttime cough since she was little and it has now progressed to her always being sick with a cough, wheezing , you can hear the cackling in her chest when she breathes and exhales loudly at end of each breath when it's really bad . However we have some over and over the albuteral treatments with nebulizer machine and we do a round of liquid steroids every time and usually it gets better after couple weeks but few days later it starts again . She has now basically been sick for like 4 months at her last appt for this episode they again said start albuteral , take Zyrtec at night, round of steroids and also started her Week ago on a daily dose of singular .. This is being none of this has given her much relief and I am worried it's not even asthma at this point and maybe something more serious ?? I don't know , she has appt with a pulmonologist / allergist on June 18th but I am getting so frustrated and worried we are giving her these meds for no reason since they don't totally fix anything and she hardly gets a break .. If anyone has similar experiences etc please share with me if this is normal and she just had a bad case of asthma but I just feel like something isn't right not sure if meds are wrong or a whole other issue going on. Also she just recently had full blood work and blood allergy testing done and that all came back clear .. Thank you	['Asthma', 'Wheezing', 'Zyrtec', 'Steroids', 'Nebulizers', 'Coughing', 'Vomiting', 'Allergy testing done', 'Sharing (Social Behavior)']	[]	['adalimumab', 'Coughing', 'Communicable Diseases', 'Confusion', 'Wheezing', 'Steroids', 'Dipyridamole', 'Zyrtec', 'Behaviorial Habits', 'Vomiting', 'Asthma', 'Forgetful', 'Memory Loss', 'Vertigo as late effect of cerebrovascular disease', 'game']
93	Joint Pain, swollen and redness of joints	Since 17 years old the cartialidge around my rib cage has been on and off inflamed. At 22 this problem spread all over my body, including fatigue. My doctor was certain it was RA. Now 23, this sickness continues to get worse making life almost impossible to live and some days I have to be in bed most of the day because of some activity I did prior. I am on an NSAID, which has stopped helping me as much as it once did. I cannot do any activity with out feeling Pain, being swollen, and feeling tired! I was shocked when my blood results came back and my sed rate was normal. This left me feeling very confused. I can see the redness, see my joints swollen, and I can feel the pain. It is in my hands, wrists, knees, ankles, rib cage, spine and hips. This pain is something I feel every single day, and usually about 4 joints a day will hurt but they are somewhere different with each day. Also, with this usually when I feel fatigue, my eyes get hot and sometimes burn, my doctor couldn't help me with that one. I am wondering if somehow my immune system is invloved when I feel that way, when fatigued, I am often imobalized. My question is, since my sed rate came back normal, should I rule out arthirtis altogether? Some family members are insistent that it is fybro.	['Fatigue', 'Joint swelling', 'Pain', 'Anti-Inflammatory Agents, Non-Steroidal']	['Arthralgia', 'Arthritis', 'Nutropin AQ']	['Arthritis', 'Joint swelling', 'Stiffness', 'Degenerative polyarthritis', 'Arthralgia', 'atomoxetine', 'Pain']
94	Arthritis Pain	When I am active my joint pain goes away. When I get up in the morning and after sitting for more than 30 minutes, I am very stiff and have pain in my ankles, knees and back. I can walk it off in about 10 minutes. If I do heavy work or some running with my dogs I am ok, but at night in bed my hips keep my awake. Alive or asperin help. I am 56 years old male. Is this some kind of arthritis ?	['Arthritis', 'Arthralgia', 'Sitting position', 'Running (physical activity)']	['Pharmacologic Substance', 'Arthritis', 'Ipratropium', 'Arthritis Pain (pharmacologic preparation)']	['Arthritis', 'Inflammation', 'Stiffness', 'Arthralgia', 'Degenerative polyarthritis', 'Epoprostenol', 'Dizziness', 'Anti-Inflammatory Agents, Non-Steroidal', 'Rheumatoid Arthritis']
95	Osteoarthritis	I am 65 and suffering from osteoarthritis since 17 years. My knees are painful while raising from the sitting posture and also difficult to sit freely. Both of my knees are slightly swollen. Allopathic doctors diagnosed the disease as osteoarthritis. Kindly some one help me by suggesting good ayurvedic medicines for the suffering	['Degenerative polyarthritis', 'Sitting position']	['Degenerative polyarthritis', 'Disease', 'Arthritis']	['Arthritis', 'Degenerative polyarthritis', 'Rheumatoid Arthritis']
96	Pain in knees and I get swelling above my knees	Hi, looking for any advice if possible. I get swelling above my knees sometimes when my knees hurt but usually about an hour after I've been exercising. I also get a lot of sharp pains in both my knees shooting downwards in the morning and evening. There is not extreme swelling but there is plenty of liquid there. My knees stay slightly purple most of the time and my joints go stiff when sitting. I have actually been to the doctors but he didn't look at my legs... I was sat on a chair, he straightened my leg out and obviously it isn't the most comfortable position so he saw it was tender and referred me to physio. I start my physio in 2 weeks and I'm worried they're not going to see any issues or make it worse, because the swelling is not immediate. My nan, mum and sister all have arthritis, my mum and sisters are in the knees so I'm quite concerned this is never going to be addressed. Any advice on what I should do would be greatly appreciated. Many thanks Michelle	['Arthritis', 'Sharp pain', 'Shooting sensation quality', 'Swelling', 'Sitting position']	['Communicable Diseases', 'Instability', 'Pain', 'Finding', 'Arthritis', 'Swelling']	['Arthritis', 'Degenerative polyarthritis', 'Pain']
97	Joint Pain with fever	My husband is suffering from Joint pain in his both feet with stiffness in neck from last 2 months. Firstly, there was swelling in his right foot with pain. We visited a rheumatologist and she recommended Diclofenac. The swelling vanished. But the pain was still there. By the time, he was also having continuous fevers. Doctor had done all type of tests for inflammatory arthritis and his HLA B27 test came positive. After some time when there was no improvement in pain, she recommended him Prednisone 40 mg. But that made my husband's condition even worse. After that he got swelling in his right knee. So we stopped taking prednisone afetr taking it for 3 days. Swelling got reduced. Doctor has done all type of tests but she is not able to get the reason for fever. She says fever doesn't occur in any inflammatory arthritis. My husband's father is also suffering from Ankylosing Spondilytis, so it makes us feel the same for my husband too but doctor rules out this option as she says fever doesn't occur in this condition. So, we are not able to understand whether its an Ankylosing Spondilytis or any type of inflammatory arthritis or not. He is not having any back pains. Is anybody having same kind of problems? We are not able to understand what to do next.	['Arthritis', 'Diclofenac', 'HLA-B27 Antigen', 'Back Pain', 'Continuous fever', 'Swelling', 'Stiffness', 'Fever', 'Prednisone', 'Arthralgia', 'Pain']	['Fever', 'moexipril', 'Arthralgia', 'Arthritis', 'Budeprion XL']	['Arthritis', 'Degenerative polyarthritis', 'Pain']
98	chronic back pain - tried everything and desperate for help	My wife has had chronic, sharp, burning upper back pain since giving birth ten months ago. It is in a very specific area a few inches to the right of her spine. It has gotten bad enough that on some days she can't even pick up our baby. Even a light touch to the area makes her wince in pain. She already has tried: - blood test for rheumatologic disorder (negative) - MRI (twice) - negative - Xray - negative - chiropractor (completed 12 visits, only made it worse) - physical therapist (completed 15 visits, only made it worse) - lidocaine injections - no help - lidocaine patches - no help - general practice doctor - said he gave up, no more ideas Can anyone make any suggestions? We would be forever grateful for ANY ideas.	['Collagen Diseases', 'Burning sensation', 'Pain', 'Magnetic Resonance Imaging']	['Back Pain', 'Chronic back pain', 'Sign or Symptom']	['Alprostadil', 'adalimumab', 'Back Pain', 'Muscle strain', 'Injury of musculoskeletal system', 'Osteoporosis', 'zoledronic acid', 'Comatose', 'Cystathionine beta-Synthase Deficiency Disease', 'Tachycardia', 'Magnetic Resonance Imaging', 'Unexplained weight loss', 'Numbness', 'ezetimibe', 'Diabetic Neuropathies', 'Osteopenia', 'Mental disorders', 'Has tingling sensation', 'Fever', 'Throbbing pain', 'rosiglitazone', 'Pain', 'Burning sensation']
99	Headache, Fatigue and ongoing upper left back ache?	Hey, This is my first time doing one of these health forums, but I thought it might help my own anxiety since I've already visited so many doctors in the past 6 months with multiple issues. I started to have health anxiety around July of last year, and since then I've done much better, but I still suffer from certain issues that I thought maybe asking other people could ease my worries and concerns. Starting with the more recent issues, I had a horrible headache the whole day yesterday that only slightly was relieved with advil. I thought it was stress or maybe I wasn't drinking enough water, but I woke up today with the same headache, a little less severe, but still frustrating and concerning. I don't really like taking too many advils or over the counter NSAIDS, and I don't want to keep taking them just to relieve some of the pressure. I did the worst thing you can do with health anxiety and looked online (ugh) and of course, that always makes every little symptom = cancer or some other disease. With the headaches I also have awful fatigue in the morning, even though I am getting 7-8 hours of sleep. I do have a bad habit of going to sleep around midnight, but I usually don't have problems falling asleep. The other issue that I've had since this past december is this weird, achey/strain I feel from my upper left ribcage (right below my breast) that fluctuates to the upper left back area right under the left shoulder blade. Some days its more worse than others, and it often comes and goes. Usually I feel it in the morning and not as often later in the day. I was quite concerned about it at first in December, but since then I've talked to my doctor about it, done blood tests (everything was fine), did an ultrasound (also fine) and it's still there. One thing I've noticed is that it hurts more after some sort of exercise, whether it be some sort of cardio or just yoga. I also noticed it really bothers me consistently the day after a night out of drinking (this is the worst it usually is since it stays the whole day). At this point, I'm more annoyed and frustrated with it more than anything, but unfortunately haven't gotten any answers from the multiple doctor visits I've had (cardiologist and primary doctor). The pain isn't severe, but it's almost as if I need to keep stretching because it feels like I pulled a muscle that just won't go away. Sorry for the long post...If you read all that I really appreciate it as I've been trying to reduce my health anxiety, but these constant symptoms, especially the upper back/upper abdominal strain doesn't help my worries. I do take Clonazepam (.5mg) and Prozoac (20 mg) and am a 22 year old female. Any advice is seriously appreciated! Thank you.	['Clonazepam', 'Anxiety', 'Alcohol consumption', 'Exercise', 'Fatigue', 'Malignant Neoplasms', 'Headache', 'Anti-Inflammatory Agents, Non-Steroidal', 'Advil', 'Water', 'Behaviorial Habits', 'Pain']	['Engerix-B Pediatric', 'Back Pain', 'Fatigue', 'Headache']	['adalimumab', 'Back Pain', 'Muscle strain', 'Communicable Diseases', 'Injury of musculoskeletal system', 'Osteoporosis', 'zoledronic acid', 'Cystathionine beta-Synthase Deficiency Disease', 'Tachycardia', 'Fatigue', 'Unexplained weight loss', 'Numbness', 'Behaviorial Habits', 'Diabetic Neuropathies', 'Osteopenia', 'Exercise', 'Mental disorders', 'Has tingling sensation', 'Throbbing pain', 'Fever', 'Headache', 'rosiglitazone', 'Pain']
100	I Can't Sit due to left lower back pain (Page 1)	I have pain in my left lower back that is aggravated by sitting (this is a real problem as I have 4 hours of intense class for 4 hours every morning.). It is relieved by standing and lying down. While on my back if I try to stretch my right hamstring I get the pain. I can never seem to stretch the muscle and I don't get relief from muscle relaxers, nsaids, lidocaine patches, and only mild relief with vicodin. I am starting to do phsyioball and core exercises and have noticed that when I contract my glutes the pain is relieved. Sound familiar to anyone? Mike	['Vicodin', 'Exercise', 'Anti-Inflammatory Agents, Non-Steroidal', 'Sitting position', 'Pain']	['Engerix-B Pediatric', 'Dizziness', 'Sitting position', 'Back Pain']	['Alprostadil', 'adalimumab', 'Back Pain', 'Muscle strain', 'Injury of musculoskeletal system', 'Osteoporosis', 'zoledronic acid', 'Tachycardia', 'Cystathionine beta-Synthase Deficiency Disease', 'Dizziness', 'Unexplained weight loss', 'Numbness', 'Cytarabine', 'Osteopenia', 'Diabetic Neuropathies', 'Exercise', 'Mental disorders', 'Has tingling sensation', 'Throbbing pain', 'Fever', 'rosiglitazone', 'Pain']
101	Skin discoloring, burning sensation and stabbing pain on my back	I have a large brown discoloration oon my mid back. Almost every day i experience some degree of stabbing pain (like being stabbed with needles), itchiness, and burning sensations. Sometimes bengay and rest can alleviate the symptoms, but it still comes back on an almost daily basis. I have a photo of the discoloration for reference.	['Burning sensation', 'Needle device', 'Stabbing pain', 'Abnormal color', 'Bengay']	['Aristocort', 'Stabbing pain', 'Abnormal color', 'Burning sensation', 'Havrix', 'Back Pain', 'Campath']	['Alprostadil', 'adalimumab', 'Back Pain', 'Muscle strain', 'Stabbing pain', 'Injury of musculoskeletal system', 'Osteoporosis', 'zoledronic acid', 'bevacizumab', 'Tachycardia', 'Cystathionine beta-Synthase Deficiency Disease', 'Unexplained weight loss', 'Menthol', 'Numbness', 'Warfarin', 'Osteopenia', 'Diabetic Neuropathies', 'Mental disorders', 'Has tingling sensation', 'Throbbing pain', 'Fever', 'rosiglitazone', 'Pain', 'Burning sensation']
103	Small but painful insect bite	I hope this is the right place for this question. I have been bitten/stung twice now while in my back yard. I have a cedar deck and was walking across it and something bit/stung me in my calf (both times). They also bit/stung a dog I was watching once. The bug is quite small and I didn't even see it when it bit/stung the dog, nor the second time I was hit. I can sometimes see them flying around when the sun hits just right and they appear to be reddish/brownish and maybe half the size of a house fly. The bite/sting is quite painful and swells reddish for a few inches in diameter with a smaller yellowish swelling of about 1 inch in diameter, then a small red dot in the middle. The pain gradually subsides over a few hours, along with the swelling. It does not itch at all. The question is, what bit me? The follow up question is, how to I get rid of them? Geographical note: I live in Dallas, Texas.	['Pain', 'Swelling', 'Pruritus']	[]	['Pain', 'Bulla', 'Pruritus', 'Insect Bites', 'bite injury']
109	20 years after meningitis	i had bactierial meningitis when i was 3 years old and in the past 5 years ive noticed a decline in my health from severe head aches from time to time i have a very bad memorie i cant remember things im very forgetfull im tired all the time i dont have any energy to do any thing all i do is worry about every thing way too much and im tence all the time my back is continuosly hurting in my back and shoulder i have times that ill be disoriented all of the sudden and ive been to th doctor and they cant ever find ny thing wrong they just kind of blow me off like theres nothin wrong with me i was just wondering if any body has any answers about this or some one i could see for it thanks.	['Meningitis', 'Cocaine', 'Headache']	[]	['Meningitis, Bacterial', 'Viral meningitis', 'Meningitis']
